walker	beta0	tau_sq_0	ell0	beta1	tau_sq_1	ell1	beta2	tau_sq_2	ell2	beta3	tau_sq_3	ell3	beta4	tau_sq_4	ell4	beta5	tau_sq_5	ell5	beta6	tau_sq_6	ell6	beta7	tau_sq_7	ell7	beta8	tau_sq_8	ell8	beta9	tau_sq_9	ell9	beta10	tau_sq_10	ell10	beta11	tau_sq_11	ell11	beta12	tau_sq_12	ell12	beta13	tau_sq_13	ell13	beta14	tau_sq_14	ell14	beta15	tau_sq_15	ell15	beta16	tau_sq_16	ell16	beta17	tau_sq_17	ell17	beta18	tau_sq_18	ell18	beta19	tau_sq_19	ell19	beta20	tau_sq_20	ell20	beta21	tau_sq_21	ell21	beta22	tau_sq_22	ell22	beta23	tau_sq_23	ell23	beta24	tau_sq_24	ell24	beta25	tau_sq_25	ell25	beta26	tau_sq_26	ell26	beta27	tau_sq_27	ell27	beta28	tau_sq_28	ell28	beta29	tau_sq_29	ell29	sigma_noise	sigma_gp	lambda	log_l	log_p
34	-5.613091288e+01	3.453464252e+00	9.709962688e+00	6.927158901e+01	3.089182129e+00	1.000702746e+01	1.173722043e+02	4.642111857e+00	1.189053309e+01	-6.352667949e+01	1.991029370e+00	1.033946328e+01	3.474775020e+01	2.391443844e+00	1.061142751e+01	4.250234147e+01	2.534099405e+00	7.227029869e+00	4.400782436e+01	5.925924350e+00	1.021268061e+01	4.546127842e+01	5.151622753e+00	1.060597298e+01	1.740457751e+01	5.003518973e+00	6.887978747e+00	-1.834796891e+02	6.152547930e+00	4.198549694e+00	6.478757724e+01	2.440158522e+00	5.814641595e+00	-8.531840521e+00	5.499267215e+00	1.611013288e+01	1.297029312e+02	3.448919058e+00	6.542810062e+00	3.081737317e+01	3.117089344e+00	9.761800810e+00	-5.484765394e+01	5.027648420e+00	5.854378622e+00	7.037234362e+01	5.936949769e+00	1.015897425e+01	-1.420658364e+01	7.110715787e+00	9.603910314e+00	1.127971533e+02	6.927824277e+00	6.047981925e+00	-6.929335442e+01	3.547057847e+00	6.591821956e+00	1.289914227e+01	3.414271275e+00	6.628571106e+00	6.552723119e+01	5.881495141e+00	5.317533937e+00	7.223757223e+01	6.205513448e+00	1.267447797e+01	-2.240442301e+01	5.969524422e+00	8.131176195e+00	-1.622347197e+02	3.819194636e+00	6.672378618e+00	5.058494657e+01	4.511688143e+00	5.670883707e+00	-2.897766758e+00	3.751694127e+00	1.236108155e+01	-1.300208408e+01	3.896088839e+00	1.118965785e+01	-3.373953659e+01	4.275615407e+00	8.955913707e+00	8.574982444e+01	5.569715170e+00	6.415001257e+00	-7.294671130e+01	3.614209392e+00	8.805608046e+00	6.957543781e+00	4.958156340e+00	8.789475353e-01	-7.591120345e+04	-5.070542963e+02

35	-1.232870544e+02	3.943130132e+00	9.798081158e+00	-6.511634837e+01	4.811449754e+00	8.885102864e+00	-6.338147489e+00	4.500169033e+00	9.704617069e+00	-1.641464191e+02	3.382174624e+00	8.757952263e+00	4.294611975e+01	3.793806635e+00	1.440223030e+01	-6.528497862e+00	4.130391373e+00	7.362790036e+00	-9.151555375e+00	3.092776047e+00	7.032817900e+00	9.308702569e+01	8.103613784e+00	9.080929978e+00	6.688830665e+01	4.026512537e+00	7.870604172e+00	-4.631753780e+01	7.033401320e+00	8.916851955e+00	5.582262202e+01	4.795655224e+00	1.657410663e+01	-2.648472081e+01	2.990955115e+00	7.696918375e+00	-1.413029466e+02	4.570443662e+00	8.078120235e+00	-7.866772789e+01	7.004275882e+00	6.267966827e+00	3.803454280e-01	4.160882814e+00	5.652672576e+00	-5.188463765e+01	5.107986392e+00	7.534902635e+00	4.072330305e+01	6.611879313e+00	6.861427124e+00	-3.148671991e+01	4.359443804e+00	8.964162144e+00	-2.312543015e+01	1.905624099e+00	9.039743748e+00	5.044199567e+01	3.911699963e+00	1.069675725e+01	-9.240128939e+01	3.281749100e+00	7.482958947e+00	-5.988724545e+01	5.029825610e+00	6.202355666e+00	-6.208446795e+00	3.369715881e+00	1.112331610e+01	-4.414026278e+01	4.885178610e+00	5.654823571e+00	3.486493226e+01	6.005790621e+00	6.939876209e+00	3.267950846e+01	5.150528652e+00	1.024448523e+01	-6.315805017e+01	5.481250412e+00	7.550343882e+00	-2.399893903e+00	4.427774545e+00	1.519423823e+01	-2.354872657e+01	4.854512285e+00	9.709321811e+00	-1.806236930e+01	8.639960876e+00	1.242679106e+01	4.631977215e+00	8.446201313e+00	9.096402566e-01	-1.439205078e+05	-5.108301334e+02

36	-8.051312989e+01	4.140144982e+00	7.554290238e+00	8.539939810e+01	1.192368548e+01	7.802070287e+00	2.445306959e+01	8.597074005e+00	1.180576449e+01	-1.454866652e+02	3.788254328e+00	1.627998268e+01	8.214699848e+01	1.935783451e+00	7.317635853e+00	2.262627258e+02	2.456219500e+00	3.088784787e+00	8.114922972e+01	4.837865547e+00	4.305801923e+00	1.835242078e+02	3.912411417e+00	1.126856952e+01	-1.577453728e+02	3.284557947e+00	6.630965690e+00	7.135847743e+01	9.040260840e+00	7.374474678e+00	-1.118983939e+02	1.873263741e+01	1.082131662e+01	-1.168339658e+02	2.648447826e+00	6.202347108e+00	-3.888040535e+01	3.353523025e+00	7.501393262e+00	-2.618310377e+01	3.691972586e+00	8.344281743e+00	-1.411717822e+02	4.737434813e+00	5.532778180e+00	3.840080765e+01	3.407251885e+00	5.715383855e+00	3.460196923e+01	6.723158679e+00	9.831583658e+00	-2.848556927e+01	5.557226493e+00	5.153853760e+00	1.434908106e+02	4.675516723e+00	1.771140353e+01	3.802193828e+01	1.074161280e+01	1.527562699e+01	-1.856612605e+02	2.825175029e+00	7.698564611e+00	3.091369229e+00	1.402439261e+01	3.932831081e+00	-1.525326046e+02	5.408033014e+00	7.166619777e+00	9.684943199e+01	6.676378880e+00	9.672665314e+00	1.157309211e+02	7.476257270e+00	6.076010406e+00	4.211199908e+00	4.484133791e+00	1.154843060e+01	1.030374781e+02	2.804807210e+00	8.201186715e+00	-1.207043918e+02	9.992999968e+00	1.498631676e+01	-7.623267699e+01	5.159493509e+00	1.536650379e+01	1.421570936e+02	5.086632334e+00	1.526712900e+01	7.989118400e+00	5.921457238e+00	1.742870267e+00	-9.917624800e+04	-5.143028244e+02

37	-8.094653413e+01	1.755950690e+01	7.231875373e+00	1.387994865e+02	5.103408638e+00	7.488665236e+00	9.429336720e+01	7.029389155e+00	2.518032906e+01	8.867946050e+01	2.094495188e+00	1.707690578e+01	-2.152768969e+01	4.040067241e+00	7.562076796e+00	9.053984728e+01	2.263244026e+00	6.004132117e+00	-6.688274515e+01	3.406066830e+00	4.830221917e+00	-9.548949527e+01	4.957828687e+00	1.898530979e+01	-8.520774136e+01	5.494307864e+00	1.712435300e+01	-1.784204948e+02	7.845877553e+00	9.899575713e+00	3.880890741e+01	2.462691248e+00	6.000601804e+00	-8.050712365e+01	1.149575940e+01	1.680757691e+01	1.286401445e+02	3.419106964e+00	8.738221744e+00	-1.327278050e+01	1.217649408e+01	1.250505808e+01	2.890597358e-01	7.157342808e+00	7.091995506e+00	7.485465885e-01	4.314420158e+00	8.971896235e+00	-1.006972114e+02	1.280606207e+01	7.692870875e+00	1.028884399e+02	4.274010487e+00	4.145898257e+00	4.678649046e+01	8.346758575e+00	8.314604631e+00	-2.323981751e+01	2.724057715e+00	9.749629570e+00	5.171276297e+01	5.052872520e+00	4.988748897e+00	1.892227967e+02	4.153878177e+00	4.673899875e+00	-1.496769789e+02	4.610719860e+00	1.499420689e+01	-2.531216924e+02	5.457339048e+00	1.420126629e+01	1.742476187e+02	7.862680597e+00	7.999851140e+00	-3.478694891e+01	6.255408345e+00	1.215447935e+01	-1.261385199e+02	4.206017359e+00	7.152877433e+00	-2.547533631e+01	9.360464521e+00	7.035679169e+00	1.181483152e+02	3.290034508e+00	6.876342437e+00	-1.062780808e+01	6.627607680e+00	8.206599909e+00	2.117994816e+01	5.807038923e+00	8.940532482e-01	-1.724976881e+04	-5.178996822e+02

38	1.800984795e+02	7.595587050e-01	1.108937308e+01	1.722367912e+02	1.374324912e+00	1.807628594e+00	8.436982370e+01	2.048485838e-01	3.617057740e+00	-2.798849998e+02	1.571971591e+00	2.372532717e+00	1.441733156e+02	6.921857450e-01	2.480102118e+00	-3.906909102e+01	3.086911940e+01	2.264412067e+01	-4.070040025e+02	1.145608013e+00	6.528820797e-01	7.066815265e+02	3.183160688e+01	2.536248357e+00	1.789112455e+02	2.661596728e-01	7.604817192e+00	3.669917041e+02	3.137555831e+00	1.891086685e+01	-4.096711381e+01	4.620119986e-02	1.151773885e+01	4.785976842e+02	3.342567700e-01	1.155678216e+00	-8.786753770e+01	5.925576555e+00	2.516185660e+00	6.696633479e+02	2.055615268e+01	3.557865426e+01	-2.477799546e+02	4.907609327e-02	1.717467804e+01	-3.566949651e+02	3.993421543e+00	7.750659957e-01	-8.688528303e+01	4.862664124e-01	1.250023174e-01	5.826722173e+02	1.835651847e-02	7.002615659e+00	2.502095334e+02	3.320835045e-02	5.399635914e+00	5.241511912e+02	5.242493228e+00	1.060163364e-01	-2.532292577e+02	1.100619405e+00	1.282529618e+01	4.590237726e+02	1.320904370e-01	6.988093793e+00	4.732353503e+02	2.759702653e+00	2.046620434e+01	3.139694764e+02	3.624267411e+00	2.348092043e-02	-1.780817245e+02	9.558856944e+00	4.764760557e+00	1.943291540e+02	6.450217352e-01	5.840284989e+00	-2.662369025e+02	2.601038488e+00	6.850749180e+00	4.213216640e+02	1.248900839e+01	8.659558804e+00	4.575727522e+02	5.982622340e-01	1.357580955e+01	3.050952333e+02	4.105066832e-01	5.669061172e+00	3.588207529e-01	2.931602487e+01	1.276607412e+00	2.758575884e+09	-4.407177332e+02

39	4.217646979e+02	2.418918196e+00	1.930954411e-01	-1.766226599e+01	2.164957721e-03	5.653593678e+00	1.763694066e+02	1.167979679e+00	3.589342713e+01	-1.768084780e+02	2.461281314e-03	1.844852422e+01	1.443282463e-01	2.870917478e+00	1.183323181e+01	-2.432425272e+02	9.126591825e+00	1.622866101e+00	5.913365461e+02	1.021573902e+01	2.580928301e+01	4.130623069e+02	5.316566730e+01	6.209089532e+00	-2.101560308e+01	5.826110536e+00	1.105797764e+00	-3.559968490e+02	2.472247340e-03	8.217598662e-01	-2.200835879e+02	2.522902443e+01	1.977877839e-02	-1.111293272e+02	1.133891216e+01	2.726866907e+01	3.840367489e+01	4.799574100e+00	2.577484317e+01	-2.783142325e+02	2.788295834e+00	1.211246765e+01	2.738805698e+02	1.813379048e+00	4.388258915e+00	1.942469054e+02	2.741057172e+00	1.000258199e+00	5.899813708e+01	1.448214527e+00	2.016017625e+01	2.799912936e+02	3.518554034e+00	1.279224837e+00	2.980503684e+02	5.420577455e-01	2.274321988e+00	-3.114915198e+02	3.423329121e+01	8.825573062e+00	-7.248521628e+01	1.831258877e-01	1.715954868e+00	-1.228197829e+02	1.101281041e-02	4.716273138e+00	-1.861606777e+02	1.768545346e+01	2.965359585e+01	2.008666194e+02	2.701943976e-01	4.109494071e+00	-5.560973651e+02	5.433715644e-02	1.160053427e+00	-3.052982878e+01	3.554790609e-03	2.516352063e+01	-5.405065929e+01	9.705982349e-02	2.664352430e+01	-1.638390068e+02	3.599626394e+00	3.523270664e+00	3.448253524e+02	1.018593590e+00	9.067087859e-02	-4.109612055e+02	3.133515678e+00	1.338316511e+01	6.720497667e-04	1.137475331e+01	1.677919331e+00	2.090440045e+14	-4.303404981e+02

40	-1.970469080e+00	2.480745345e+00	7.477388363e+00	1.238593838e+01	4.711222734e+00	1.294679826e+01	1.793206381e+02	4.803148674e+00	1.368601553e+01	-8.800089696e+01	6.105322181e+00	4.586597027e+00	-3.095437864e+01	4.439303988e+00	7.428207954e+00	3.002066818e+01	3.833712310e+00	5.549818863e+00	-1.611106677e+01	3.594304551e+00	6.907152052e+00	6.288016120e+01	7.392590503e+00	1.095434317e+01	8.469443098e+01	3.430009419e+00	7.783559630e+00	-3.285267759e+01	2.801809219e+00	7.157004802e+00	-4.997856008e+01	7.040412958e+00	6.261165287e+00	-2.220640561e+01	3.748333660e+00	7.766693607e+00	-1.080001038e+02	5.331414789e+00	6.587511209e+00	2.796776189e+01	7.521342238e+00	5.599869668e+00	-1.582857466e+01	3.618758314e+00	7.329630156e+00	-9.122042749e+00	8.523431154e+00	6.790803525e+00	-8.598569488e+01	3.451547870e+00	5.704932290e+00	5.000260593e+01	4.660727777e+00	1.537049892e+01	7.053508342e+01	2.405463500e+00	1.026885011e+01	5.605232495e+00	5.289087050e+00	1.336598226e+01	-1.326630929e+01	2.679914619e+00	8.895125995e+00	-2.211642619e+01	4.292783598e+00	1.132697271e+01	1.139861448e+01	5.159361530e+00	7.982447698e+00	-5.256370350e+01	4.879659083e+00	4.371278842e+00	1.037794900e+02	7.932153701e+00	7.443479650e+00	3.756914213e+00	3.686866922e+00	1.076176236e+01	-1.175335204e+02	4.683574046e+00	9.907092599e+00	9.013582087e+01	2.743406718e+00	7.794890800e+00	8.243170764e+01	5.193516003e+00	8.634384524e+00	-4.112615374e+01	5.838516953e+00	9.440000853e+00	9.684748802e+00	1.130542697e+01	1.124037132e+00	-2.237649736e+04	-5.094021838e+02

41	-6.522310997e+01	3.224840899e+00	8.859434509e+00	1.892620733e+01	4.867075133e+00	1.057637895e+01	1.078428538e+02	5.792553111e+00	1.292279367e+01	-7.725817385e+01	2.421779429e+00	9.129246992e+00	-4.103837403e+01	2.122464241e+00	7.366785207e+00	7.128821448e+01	4.200204225e+00	8.845342619e+00	-3.340050965e+01	4.357199721e+00	9.433163608e+00	7.342136434e+01	6.481049621e+00	9.718324247e+00	1.841554908e+01	6.390282372e+00	7.971906625e+00	-3.624882868e+01	5.435411198e+00	6.348492849e+00	-1.402957286e+01	3.417273229e+00	6.761445406e+00	-8.593749326e+00	4.070666421e+00	7.603688604e+00	3.316685210e+01	4.276330416e+00	5.958123822e+00	4.269472421e+01	4.504474811e+00	9.551794116e+00	2.117410253e+01	6.544549752e+00	7.460870584e+00	-2.682165749e+01	3.300802094e+00	8.915897301e+00	-5.894563144e+01	7.608824022e+00	8.405090550e+00	1.065099604e+02	4.855161888e+00	6.400101888e+00	-2.522825462e+01	2.955275820e+00	8.926784888e+00	-4.333077875e+01	7.147738948e+00	1.488819655e+01	2.126859835e+01	3.718142155e+00	8.283411446e+00	7.418351612e+01	8.593086224e+00	5.952543361e+00	-2.792479091e+01	4.717413309e+00	9.259471880e+00	-3.029217251e+01	3.836930858e+00	6.002082752e+00	5.730839123e+00	6.885925200e+00	9.505054839e+00	-8.193447890e+00	5.888516915e+00	9.791565750e+00	-6.261620028e+01	7.086924390e+00	1.309798306e+01	-4.697719627e+01	7.473699898e+00	1.076402757e+01	3.738829882e+01	5.177367266e+00	8.420349699e+00	4.057498177e+01	7.542793823e+00	8.238255106e+00	4.774124174e+00	9.486265304e+00	1.159145798e+00	-4.342612777e+04	-5.128552502e+02

42	1.378802297e+01	2.640760174e+00	8.169346870e+00	-5.300685148e+01	4.370590480e+00	1.150404788e+01	1.345543425e+02	3.924899289e+00	1.152724500e+01	-4.281032759e+01	3.199297487e+00	8.793281118e+00	-4.180885325e+00	3.859575506e+00	7.581093189e+00	2.917734549e+01	3.234788080e+00	6.050667990e+00	3.446736113e+01	3.356077327e+00	6.435681004e+00	8.938264618e+01	7.626701462e+00	8.172091237e+00	4.014524792e+01	6.944825215e+00	8.149439239e+00	-6.582916830e+01	5.097018141e+00	6.733049204e+00	3.651211554e+01	4.940051784e+00	7.858378008e+00	-2.164439946e+01	3.241599199e+00	8.454172104e+00	-2.475390184e+01	5.792659636e+00	8.943158778e+00	2.793079799e+00	4.746372224e+00	8.866560588e+00	3.921409919e+01	5.381674215e+00	5.613556212e+00	-2.129793326e+01	5.832370750e+00	7.077800852e+00	-4.768342719e+01	5.945420154e+00	8.402781036e+00	2.817567507e+00	4.907303171e+00	8.224265371e+00	5.789448574e+01	3.021330654e+00	8.429606485e+00	2.078751794e+01	3.715526166e+00	1.209140708e+01	-2.337290021e+01	3.139457824e+00	7.679093895e+00	4.663049926e+01	6.485707557e+00	9.641316421e+00	-3.573516238e+01	5.131631562e+00	5.893849835e+00	-5.850256115e+01	4.500217838e+00	5.498782693e+00	9.100619412e+01	9.197746999e+00	7.266118394e+00	-4.559115957e+00	4.921872092e+00	1.224467273e+01	-4.639736487e+01	4.786109232e+00	7.275648736e+00	9.670427213e+01	5.374942735e+00	9.395784616e+00	-4.280973920e+00	5.997003332e+00	8.422302047e+00	-5.927406113e+01	5.674931283e+00	1.002957225e+01	7.324629072e+00	9.758825605e+00	1.046525888e+00	-2.575185312e+04	-5.104726005e+02

43	-5.433669288e+01	3.259675747e+00	7.960293719e+00	-3.008761349e+00	8.475336065e+00	9.158917671e+00	1.380986960e+02	4.551432055e+00	8.858968765e+00	-1.122703778e+00	4.798250317e+00	6.860522320e+00	-1.389723170e+02	3.415487259e+00	4.891053107e+00	6.110214770e+01	3.783230421e+00	8.430864941e+00	-9.494579694e+01	4.668129859e+00	6.176508701e+00	1.121825981e+02	5.598908502e+00	1.465515177e+01	-4.387847488e+01	6.557598674e+00	1.339041267e+01	-7.703044385e+01	4.632293683e+00	5.704511211e+00	4.155349141e+01	2.462526749e+00	1.125443411e+01	-7.411708566e+01	2.704900911e+00	1.099422391e+01	-1.228619818e+02	4.364247525e+00	7.423168640e+00	-1.660003809e+01	5.903837699e+00	9.251833693e+00	-3.625497049e+01	4.598806454e+00	8.689925426e+00	-1.125800455e+02	3.507899622e+00	8.701082388e+00	2.649756540e+01	7.052904203e+00	5.987624309e+00	2.208074334e+00	4.290541802e+00	7.862215403e+00	-1.286761844e+02	3.412248329e+00	1.062180202e+01	8.309156446e+01	4.053022251e+00	1.246377948e+01	1.375535843e+01	9.309035456e+00	1.125352264e+01	6.162022170e+01	6.520172972e+00	8.882581771e+00	-6.319507069e+00	4.146980379e+00	7.459679583e+00	-3.285092956e+01	4.674676108e+00	6.143379173e+00	8.105445673e+01	6.613072511e+00	8.413494440e+00	3.460383134e+01	4.069844387e+00	1.459137650e+01	3.697685953e+01	5.269581508e+00	8.993545005e+00	1.418212776e+02	5.629884507e+00	7.022691236e+00	-3.282359341e+01	5.244235031e+00	7.886100752e+00	9.244865964e+01	7.905266757e+00	8.102449478e+00	6.892103482e+00	8.240373441e+00	1.274611758e+00	-6.084357624e+04	-5.127542870e+02

44	-4.028733829e+02	9.908292586e-03	1.058220562e+01	-4.312949114e+00	3.641393401e+00	7.633457429e+00	2.931695735e+02	2.037565409e+00	2.391810879e+00	-1.071926371e+02	4.831748341e-02	1.412801893e+00	-3.872645617e+02	7.020386259e-01	2.340583356e+00	2.319460597e+02	1.085690064e+01	1.117182927e+01	3.053973861e+02	1.499151214e-02	3.137000703e+01	1.579292679e+02	2.174397874e+00	2.681655869e+01	-6.662169025e+01	5.946419264e-01	6.607344289e+00	4.262122864e+02	1.415641201e+00	1.635665852e+00	1.646020755e+02	1.312220783e+01	1.418080057e-01	-6.321012701e+01	3.852243774e+00	1.721067284e+01	2.847379170e+02	1.167707285e+00	6.731094038e-01	7.051533574e+01	8.257247360e+00	6.343888429e+00	2.651261998e+01	2.069913606e+01	5.222751245e+00	-2.156820588e+02	1.536371983e+00	1.768189365e+01	1.280188955e+02	2.557945281e-01	1.134753747e+01	1.811735607e+02	6.912759430e-01	1.167411796e+01	1.630727323e+01	5.391031037e-01	6.253151735e+00	-4.258025290e+01	3.259966712e+01	2.383273387e+01	-3.651970006e+02	6.074149661e-01	4.726814294e+00	-7.922384121e+01	5.047602410e+00	4.189752539e+00	4.449563868e+02	1.736402770e-01	2.616743188e+00	3.471866015e+02	2.679906845e-01	1.700948752e+00	-4.597442200e+02	2.227832656e+00	8.580198096e+00	-1.125239088e+02	1.526216156e+01	5.401922756e+00	-2.965855534e+02	4.265845817e+00	3.805547302e+01	-2.728612800e+02	4.763687484e+00	5.048643115e+00	1.480703924e+02	1.588033268e+01	8.287045366e+00	4.448757204e+02	1.363601194e+01	1.000867401e+00	1.594532955e+00	4.022083141e+01	1.128144287e+00	1.758508850e+06	-4.650475922e+02

45	-1.250201273e+02	2.815670807e+00	8.359116731e+00	-9.398740428e-01	6.164553297e+00	9.276714037e+00	7.444619534e+01	4.181008677e+00	1.148549272e+01	-6.369495195e+01	3.825160287e+00	7.778734779e+00	-4.009234054e+01	4.004616014e+00	6.746868476e+00	1.102058843e+02	4.045431775e+00	8.401865446e+00	5.271778519e+01	3.857936767e+00	7.142342314e+00	9.631297794e+01	7.008524037e+00	1.017618442e+01	5.166913375e+00	6.729877048e+00	9.693373946e+00	-8.600309728e+01	4.702898678e+00	7.467986517e+00	-3.945704539e+00	3.607575981e+00	6.677714262e+00	6.102232575e+01	2.927437935e+00	1.337033414e+01	-6.054857831e+01	4.448055513e+00	7.274818533e+00	5.292403407e+01	3.340245300e+00	7.435111471e+00	1.845957718e+01	6.375661847e+00	6.879588747e+00	-7.410841376e+01	7.014153127e+00	9.001465036e+00	-1.571609943e+01	4.627741114e+00	8.369949408e+00	7.177277703e+01	6.663259311e+00	6.498907486e+00	3.476448424e+01	2.999109012e+00	8.442895384e+00	1.042184877e+02	5.442584373e+00	1.076583990e+01	-1.212364143e+01	3.107099741e+00	6.442511443e+00	-3.861621154e+01	6.035327058e+00	7.141112897e+00	5.438496768e+01	5.069154480e+00	6.411756842e+00	-4.741663546e+01	4.999477607e+00	5.430323597e+00	8.310246697e+01	7.937691025e+00	6.635492576e+00	-8.739870339e+01	5.243449175e+00	1.128294631e+01	-7.322078696e+00	8.823846692e+00	9.434062818e+00	7.856014975e+01	8.269890522e+00	7.461254495e+00	3.206269741e+01	5.313894900e+00	8.075529621e+00	-7.312889969e+01	6.899347317e+00	9.921657895e+00	5.453827671e+00	7.895928912e+00	1.216321540e+00	-6.042091208e+04	-5.116616369e+02

46	-5.497808270e+01	5.805721402e+00	9.054406313e+00	3.890156714e+01	8.672090431e+00	1.003988490e+01	1.160240844e+02	6.938628034e+00	1.537575190e+01	-3.868485922e+01	3.909153877e+00	8.020288764e+00	-4.236863368e+01	2.938260420e+00	6.250817885e+00	6.790149633e+01	6.229419203e+00	7.855990231e+00	-4.692815732e+01	3.183812158e+00	8.001590251e+00	3.759040245e+01	4.536518008e+00	1.309310649e+01	5.690501968e+01	4.661223822e+00	7.847861038e+00	-6.215598199e+01	4.596398240e+00	9.180794980e+00	-1.924456615e+01	5.472575170e+00	6.180482187e+00	-9.312905350e+01	4.466753513e+00	7.929276183e+00	-2.955114213e+01	4.756858180e+00	7.500496654e+00	7.972261678e-01	6.432607781e+00	8.923398583e+00	2.039035621e+01	6.692273223e+00	8.777313795e+00	2.373461079e-02	4.782185120e+00	7.546365131e+00	3.150442182e+01	6.519429806e+00	6.611684199e+00	5.501355778e+01	5.865317039e+00	1.023654126e+01	2.173441177e+01	3.479650839e+00	9.934255831e+00	-7.285635849e+00	4.195765234e+00	9.299297893e+00	5.907719472e+01	7.124816867e+00	8.855611020e+00	2.036489118e+01	6.263253495e+00	7.600592401e+00	-5.822568109e+01	4.842705507e+00	8.356338055e+00	-4.589815532e+01	6.557838718e+00	6.763343040e+00	9.928105689e+01	6.162023219e+00	7.342335066e+00	5.158062506e+00	3.217004710e+00	9.299930024e+00	-5.275396425e+00	4.594218626e+00	7.958387207e+00	4.820313146e+01	5.519076336e+00	1.132319737e+01	-4.391345922e+01	5.780876792e+00	7.661019083e+00	3.095881805e+01	5.555564138e+00	1.033904970e+01	7.745331488e+00	5.771185862e+00	8.363223446e-01	-2.516005951e+04	-5.141367503e+02

47	-2.645317268e+01	1.876442293e+00	1.737632667e+01	-1.154456682e+02	3.628804687e+00	1.275802671e+01	1.358377123e+02	3.112237958e+00	7.905923669e+00	-1.360994070e+02	2.899505607e+00	9.181263677e+00	4.092658230e+01	1.640739245e+00	1.048234706e+01	1.506989362e+02	4.752279991e+00	1.049546904e+01	1.920239334e+01	3.310444732e+00	5.560929726e+00	1.076339155e+02	9.257476050e+00	7.401587875e+00	1.355489313e+02	4.310654071e+00	7.226118372e+00	-3.697731301e+01	3.595508196e+00	4.752653006e+00	3.425203555e+01	3.251319527e+00	1.241501862e+01	-4.202469960e+01	7.324478813e+00	8.973962496e+00	-1.554825606e+02	5.169419628e+00	6.431407323e+00	-1.187243732e+02	5.103579809e+00	1.070356195e+01	7.299281305e+01	7.336880383e+00	4.454689344e+00	-1.757942127e+02	3.463147897e+00	8.777664580e+00	2.767313797e+01	8.379065986e+00	7.096338490e+00	9.431151882e+01	2.658867450e+00	7.370433500e+00	5.507030172e+01	2.207247787e+00	1.242722778e+01	-3.178596129e+01	4.645152684e+00	9.168194482e+00	4.350636383e+01	3.493148100e+00	1.261979541e+01	3.348165126e+01	6.421921346e+00	7.995454906e+00	8.529377876e+01	4.444399709e+00	6.499993206e+00	2.213340844e+01	3.685493608e+00	4.600046135e+00	1.346679800e+02	6.529581253e+00	5.881840598e+00	5.920721818e+00	3.535625141e+00	9.257971022e+00	-4.290437528e+01	7.549897693e+00	7.639398291e+00	5.404685814e+01	5.888185915e+00	1.464778784e+01	4.787202151e+01	4.778881984e+00	1.007009666e+01	3.206479308e+01	3.895861965e+00	1.004034345e+01	2.778036814e+00	7.808484934e+00	1.341073511e+00	-3.441152057e+05	-5.076495765e+02

48	-4.688445946e+01	4.286309983e+00	7.070480397e+00	-1.192469210e+02	4.460889979e+00	1.154781932e+01	1.367711995e+02	5.353393362e+00	1.816335245e+01	-6.059450760e+01	2.668259762e+00	1.264413263e+01	-4.863737013e+01	2.603016661e+00	6.337912332e+00	8.933763118e+01	5.257044059e+00	9.272132062e+00	1.456090343e+02	4.181147261e+00	5.506635799e+00	1.429277221e+02	4.422994961e+00	7.220311253e+00	1.253626419e+02	1.348564496e+01	6.852107911e+00	-8.923069267e+01	3.243588665e+00	1.057703907e+01	6.060123974e+01	2.561455339e+00	7.725417394e+00	-1.531562258e-01	3.513200903e+00	1.172124796e+01	-6.397761649e+01	3.464640824e+00	1.107715114e+01	1.528381378e+02	2.459033495e+00	8.791964042e+00	7.588458722e+00	5.885454720e+00	4.668870535e+00	3.498680814e+01	2.735610652e+00	7.406567072e+00	-5.791968583e+01	9.546679042e+00	8.325862298e+00	-1.613978544e+01	8.377800517e+00	9.553597609e+00	-1.039503878e+02	4.252268272e+00	9.603432240e+00	-6.480105653e+00	3.233721727e+00	1.061511830e+01	9.696508156e+01	2.830332929e+00	5.750476483e+00	3.676350731e+01	5.735140302e+00	5.939131820e+00	2.620649089e+01	6.323496535e+00	6.315074378e+00	1.326918779e+00	5.053493847e+00	4.358153526e+00	2.266929094e+02	5.274238113e+00	6.210816882e+00	-1.155753083e+02	3.329102753e+00	9.586910998e+00	9.333947738e+01	3.222109534e+00	8.795290455e+00	1.300173712e+02	1.596633257e+01	1.143491768e+01	-8.944334542e+01	5.333890815e+00	5.555572984e+00	-1.608940881e+02	3.422210938e+00	1.548667982e+01	1.135772370e+01	6.681601216e+00	8.276049459e-01	-5.934061492e+04	-5.094330478e+02
