walker	beta0	ell0	sigma_noise	sigma_gp	beta1	ell1	beta2	ell2	beta3	ell3	beta4	ell4	beta5	ell5	beta6	ell6	beta7	ell7	beta8	ell8	beta9	ell9	beta10	ell10	beta11	ell11	beta12	ell12	beta13	ell13	beta14	ell14	beta15	ell15	beta16	ell16	beta17	ell17	beta18	ell18	beta19	ell19	beta20	ell20	beta21	ell21	beta22	ell22	beta23	ell23	beta24	ell24	beta25	ell25	beta26	ell26	beta27	ell27	beta28	ell28	beta29	ell29	log_l	log_p
75	-7.770202668e-01	1.197645619e+00	9.477045476e-01	2.454593910e+00	1.722276548e+00	2.687595295e+00	-6.006067135e-01	1.498444676e+00	-1.390610929e-01	1.091155885e+00	1.160499996e+00	3.461190389e+00	2.596696046e-02	1.665026616e+00	-2.299029560e-01	2.258865092e+00	1.411837428e-01	1.179639440e+00	1.334417294e+00	2.554082134e+00	9.088551379e-01	1.357630683e+00	-6.556435986e-01	5.327124056e-01	1.010293859e+00	1.063341168e+00	1.209487694e+00	3.393849747e+00	1.125231385e+00	1.102520453e+00	-1.032499999e-01	3.034554630e+00	-1.241805861e+00	1.812133244e+00	5.102158387e-01	7.672677168e-01	-1.194332841e-01	1.714884281e+00	-1.519123203e+00	6.804194618e-01	1.305916481e+00	1.473100692e+00	-1.163361826e+00	1.568103908e+00	7.125320687e-02	4.322935974e+00	2.606902952e-01	2.026693267e+00	1.906982228e+00	1.591443307e+00	7.577066896e-01	1.610192645e+00	5.009558701e-01	2.906744103e+00	-1.512835817e+00	9.142513439e-01	6.343296348e-01	1.760751605e+00	-3.885761795e-01	7.671024069e-01	1.125755656e+00	1.325508350e+00	-6.672789519e+02	-1.028551918e+02

76	-7.299022940e-01	3.890814271e-01	2.492317910e-01	5.412903747e+00	1.463617313e+00	1.945924545e+00	2.294011023e+00	1.342675905e+00	1.267148605e+00	2.249317956e+00	-2.462862623e+00	4.839077954e-01	1.909511104e+00	1.418024515e+00	2.950097172e+00	2.762763119e+00	-5.640927530e-01	2.512829310e+00	-9.554024902e-01	1.948236406e+00	-3.076004801e+00	3.347942711e+00	-2.959632360e-01	3.797811741e+00	-4.117661510e-01	2.417014702e+00	-1.246785804e+00	8.563129391e-01	3.544112819e-01	1.153718639e+00	1.451243279e-01	1.037045623e+00	1.060105783e-01	1.189588824e+00	-2.301593660e+00	1.389494582e+00	-6.653715641e-01	2.020613985e+00	6.961718059e-01	2.382340739e+00	1.630970336e+00	2.285686115e+00	-9.684467858e-02	5.999765409e-01	-1.885126850e+00	1.699635501e+00	-7.169475244e-01	5.299581956e-02	-6.626319232e-01	4.486922857e-01	-5.513182865e-01	2.896262769e-01	-1.255418546e+00	4.789757810e-01	-6.475068982e-01	4.939474783e-01	1.875112434e+00	1.356446700e+00	9.771109085e-01	1.678145275e+00	8.854876269e-01	5.544608349e-01	3.025524026e+04	-1.035374651e+02

77	3.263577626e-01	1.048330773e+00	1.081822933e+00	1.243568358e+00	5.992824251e-02	1.198251429e+00	-3.136251605e-01	1.207492736e+00	-4.502284160e-01	1.431888065e+00	-5.925340964e-01	2.043841553e+00	-3.631067745e-01	1.549754807e+00	1.009229365e+00	1.420861672e+00	6.655137500e-01	1.269279496e+00	-2.352658147e-01	1.600225761e+00	1.211117581e+00	9.793255222e-01	-2.792033264e-01	1.974265661e+00	9.950183231e-01	1.281820437e+00	7.482741878e-01	8.396132309e-01	8.101189624e-01	1.684780939e+00	-2.900332206e-02	1.757089162e+00	2.237209168e-01	1.180669211e+00	-6.776898052e-01	1.861228393e+00	4.846711294e-01	1.170503185e+00	3.774268246e-01	1.134382981e+00	7.314997888e-01	1.055073899e+00	8.987522567e-02	1.166479868e+00	9.914078315e-01	1.667960246e+00	3.037948261e-01	1.828988404e+00	-3.176611298e-01	1.172708943e+00	-7.563136198e-02	1.973230352e+00	3.529548387e-01	1.050885274e+00	3.560939736e-03	2.121380398e+00	3.834778532e-01	1.472540596e+00	6.143705960e-01	8.404533848e-01	8.692046528e-01	1.330721987e+00	-6.492516112e+02	-9.114068969e+01

78	3.874540924e-01	1.529861648e+00	1.395153308e+00	1.759228107e+00	-5.735451495e-01	1.663515109e+00	-5.178510393e-03	1.431524401e+00	-6.936323107e-01	1.293707435e+00	-1.394634393e-01	1.884969975e+00	-4.657566051e-01	1.485826725e+00	-6.101574388e-02	1.018638620e+00	-7.005994523e-01	2.130957775e+00	-3.437342741e-01	1.711820186e+00	4.150500132e-01	2.199107906e+00	2.527120785e-01	1.156787033e+00	-4.564022369e-01	1.107393239e+00	2.289392505e-01	1.321312462e+00	2.978244307e-01	1.913241529e+00	2.041614677e-01	1.657548243e+00	6.213936654e-01	1.805791483e+00	-1.028403470e+00	1.804173057e+00	6.924893560e-01	1.329181804e+00	-2.175988906e-01	1.027042194e+00	-1.854786758e-01	1.759945344e+00	-3.678177355e-01	1.745017936e+00	8.147007556e-03	2.185883480e+00	-1.907004398e-01	1.454170170e+00	2.205672310e-01	2.307662572e+00	4.285448493e-01	1.380721343e+00	4.442393025e-02	1.280705760e+00	5.596172818e-01	1.589845374e+00	4.785337850e-01	1.519316851e+00	2.149475984e-01	1.378513404e+00	-5.186253568e-01	1.693069092e+00	-7.133139731e+02	-9.649093630e+01

79	3.194428751e-01	9.950666688e-01	7.395605850e-01	1.750346589e+00	-5.248317548e-01	1.556150065e+00	-7.158544874e-01	5.677084862e-01	1.235885737e+00	1.060059065e+00	-8.163948767e-01	1.525315924e+00	2.886793296e-01	1.183554963e+00	-3.884957541e-01	7.746186709e-01	1.416817845e-01	1.418616844e+00	-5.938672005e-01	1.312026066e+00	6.025987529e-01	1.513619291e+00	6.081615340e-01	1.202378813e+00	-3.420181727e-01	1.188190673e+00	6.519797861e-01	1.549187774e+00	-4.600942162e-01	1.655637999e+00	6.634896524e-01	1.619573537e+00	7.173463448e-01	1.041125109e+00	7.752156185e-01	1.154464275e+00	4.946728738e-01	1.481065975e+00	2.031047065e-01	1.218935295e+00	-5.046242949e-01	1.933440340e+00	-4.505519903e-01	1.183537122e+00	7.894117783e-01	1.338770988e+00	-9.732304644e-01	1.689392129e+00	5.238090718e-01	2.430838659e+00	9.562187865e-02	2.401397973e+00	-1.703025686e-01	1.656031551e+00	9.986735646e-01	1.111141389e+00	-3.076569627e-01	1.417370121e+00	5.724746959e-02	2.251282976e+00	8.619316838e-01	1.312428684e+00	-6.466217396e+02	-9.174301617e+01

80	-1.052406013e+00	1.091173211e+00	1.399372519e+00	1.283366929e+00	8.226654293e-02	8.730236879e-01	1.224748261e+00	2.182401828e+00	3.157731777e-01	9.809624062e-01	-2.837765857e-01	3.206874738e+00	1.549140522e-01	2.219196149e+00	6.994953577e-01	1.460385004e+00	2.220517140e-01	8.007274045e-01	3.975050711e-01	1.606572505e+00	1.107283004e+00	1.053099250e+00	-6.587576268e-01	1.297749474e+00	4.915726034e-02	8.520666052e-01	-7.664747902e-01	8.695690494e-01	3.959111868e-01	5.833693569e+00	-1.483985812e-01	1.667155613e+00	1.412002805e-01	1.209698071e+00	-2.260193592e-01	1.746360550e+00	1.601135943e-01	1.949026974e+00	-1.642422197e-01	2.281224356e+00	6.542738048e-01	2.221585634e+00	4.100856710e-01	1.572307184e+00	8.872778978e-02	1.685255604e+00	-1.207615008e+00	3.838365216e+00	-1.495516788e-01	1.534239782e+00	3.085042424e-01	1.589939515e+00	1.373362094e+00	1.798795555e+00	2.055946404e-01	8.896104747e-01	2.384458766e-01	7.331263964e-01	6.346717180e-01	1.407453364e+00	6.800101556e-01	1.229826959e+00	-6.906513246e+02	-9.835095830e+01

81	1.096173210e-01	1.308535225e+00	1.044748672e+00	1.943934351e+00	1.135399544e-01	3.024299984e+00	-3.989114791e-01	1.892467432e+00	-2.232244841e-02	1.318864595e+00	-1.429424753e-02	1.387052142e+00	6.373276988e-01	8.897097782e-01	-6.595689589e-01	1.381119814e+00	-3.442646278e-02	1.173667097e+00	6.355530756e-01	1.547166132e+00	1.059567024e+00	2.520699477e+00	-1.599715186e-01	1.535066505e+00	2.657300692e-01	1.148154915e+00	-9.311568642e-01	2.513348063e+00	9.270406559e-02	1.483093096e+00	-7.636004270e-01	1.533187653e+00	-8.690875147e-01	8.994475579e-01	7.001055693e-01	2.227836031e+00	1.114448031e+00	2.168604730e+00	9.118755293e-01	1.077207099e+00	-3.156833587e-01	1.884330797e+00	3.588511955e-01	1.169867835e+00	-4.000533468e-01	2.045854896e+00	-7.498093544e-01	1.532961294e+00	6.856290734e-01	2.353943327e+00	-7.706075272e-01	1.383047106e+00	3.657475053e-01	2.039470943e+00	1.653050092e+00	1.344741554e+00	9.904534491e-01	1.070714864e+00	-4.609749901e-01	1.610481500e+00	1.025728701e-02	8.700042469e-01	-6.718135848e+02	-9.737794459e+01

82	3.416994922e-01	1.760189170e+00	9.272967707e-01	1.443305890e+00	7.229440153e-01	1.446738539e+00	-1.041926106e+00	2.768667031e+00	-8.020729423e-02	1.352972578e+00	1.729488272e-01	1.833056272e+00	2.940301751e-01	1.641258062e+00	3.577992625e-01	1.245224014e+00	3.273949640e-01	1.081677431e+00	8.982110591e-01	1.197481578e+00	4.732217261e-01	1.103223748e+00	-5.072929481e-01	1.149808364e+00	7.615118793e-01	2.186873761e+00	1.384010649e+00	1.991815471e+00	-6.149628310e-01	2.429169972e+00	-1.875419785e-01	9.878469096e-01	1.158176609e-03	1.423478136e+00	2.475629671e-02	7.714350420e-01	-5.338167193e-01	1.452640402e+00	2.212667467e-01	1.235401328e+00	1.147355658e-01	1.210979556e+00	1.651785963e-01	1.892364016e+00	4.451394566e-01	1.423582061e+00	1.072708718e-01	2.437478745e+00	1.101246751e+00	1.627538821e+00	-8.639128310e-02	1.410520176e+00	7.498750253e-01	1.356115153e+00	-8.692102340e-01	1.419476788e+00	-1.787271691e-01	1.940271810e+00	-6.210923726e-01	1.536133752e+00	-1.577889772e-01	1.075621194e+00	-6.475434242e+02	-9.474624605e+01

83	1.785187551e-01	2.216057727e+00	1.592252202e+00	3.370085302e+00	-1.084861102e+00	3.011266779e-01	-1.871890096e-01	1.334549583e+00	-7.140185084e-01	2.408848591e+00	-1.300620930e+00	1.478457524e+00	-5.547459742e-01	2.697046377e+00	5.821391428e-01	7.496495335e-01	3.487903047e-01	2.017964970e+00	1.117648187e+00	3.715546151e+00	1.798126503e+00	1.218266921e+00	2.903746680e-01	1.719458106e+00	-9.253947157e-01	2.690100324e+00	5.355618936e-02	1.255680541e+00	4.939102142e-01	1.808493344e+00	-4.176460154e-01	8.288070264e-01	-1.803180724e+00	5.088118448e-01	-1.217285163e+00	8.488480106e-01	3.709990416e-01	9.810733211e-01	2.006359264e+00	2.401043297e+00	5.122566473e-01	1.368226636e+00	-5.742420108e-01	1.678242147e+00	1.886726997e-01	1.042285976e+00	7.791545517e-01	1.789611803e+00	-5.525061193e-01	9.517421684e-01	-9.717908905e-01	2.656030263e+00	1.108024318e+00	1.226549950e+00	1.046740910e+00	2.835883598e+00	-1.578527144e-01	1.804037775e+00	4.262379301e-01	2.706951911e+00	-7.669247015e-01	3.471302151e-01	-7.410820277e+02	-1.010814062e+02

84	-3.016939447e-01	8.325724976e-01	1.416029655e+00	8.012323252e-01	-1.666521181e+00	1.694526694e+00	-2.237686333e-01	1.422194298e+00	1.356647357e+00	1.199017780e+00	1.712824193e+00	2.707818319e+00	1.866393682e+00	1.609153811e+00	1.178026094e-01	1.118390930e+00	-8.037011239e-01	3.303132059e+00	-1.146578729e+00	2.995723424e+00	-1.525730946e+00	4.955488719e+00	-9.916825651e-01	8.991221076e-01	-3.651116797e-05	1.109378276e+00	-2.332438695e-01	1.246936084e+00	-1.012408293e+00	1.295927667e+00	3.295148935e-01	2.529670126e+00	1.409310110e+00	9.569063716e-01	1.668979403e-01	1.381794871e+00	1.265510280e+00	2.496898109e+00	-2.711131294e-01	1.873566038e+00	5.129225890e-02	1.476477074e+00	-9.155083380e-02	8.251420198e-01	8.321683989e-01	2.061390632e+00	-1.025997932e+00	3.262560940e+00	9.501293591e-02	1.359641546e+00	-1.330875610e+00	7.694957186e-01	4.934923627e-01	1.005493429e+00	-4.527524649e-02	2.692866380e+00	-6.117386951e-01	1.958052100e+00	3.970588505e-01	2.904024557e+00	8.558558207e-01	1.640940397e+00	-1.065653298e+03	-1.033971026e+02

85	8.336165112e-01	1.412643473e+00	1.559377999e+00	5.962412355e+00	5.054706080e-01	5.583610377e-01	8.417336531e-01	7.612512567e-01	4.786397866e-01	4.163921590e-01	-3.194473993e-01	3.187367479e-01	1.526298041e-01	1.199568234e+00	-3.365294020e-01	8.757729838e-01	1.383765049e+00	6.460192172e-01	9.955354063e-01	6.015700309e-01	1.138073618e-01	3.843453570e-01	6.227229955e-01	7.473091518e-01	6.000436378e-01	7.415731545e-01	3.598466743e-02	1.562583936e+00	8.940121002e-01	7.213870773e-01	-3.033897812e-01	2.986347675e+00	8.440406845e-01	2.058286988e-01	-1.658954195e+00	1.117323053e+00	-3.959057130e+00	2.167969607e+00	1.223054106e+00	6.318335375e-01	1.517918992e+00	7.964835650e-01	-3.636329174e+00	8.007369188e+00	-2.165078603e+00	9.596393973e-01	-1.006341034e+00	2.269467148e+00	-3.299187410e-01	1.645397213e+00	-4.791559935e-01	8.301562343e-01	1.727784374e+00	1.207495754e+00	3.371460762e+00	1.795608776e+00	-4.660959148e+00	1.013114060e+00	-2.073473403e-01	4.829975326e-01	-2.629052690e+00	8.469381689e-01	-6.626729976e+02	-9.874923653e+01

86	3.645224340e-01	1.934792531e+00	1.698167874e+00	1.420089224e+00	7.063175548e-01	1.281227007e+00	3.997576431e-01	2.191750910e+00	1.014496952e+00	1.568269082e+00	-5.774636701e-01	2.108399854e+00	-1.088998613e-02	2.241880835e+00	1.575995756e-01	1.473197115e+00	3.864941073e-01	1.193197648e+00	5.920966328e-01	1.127608819e+00	6.054307980e-01	1.977581697e+00	2.773476721e-01	1.138799015e+00	7.061663403e-01	1.171078736e+00	1.591722811e-01	1.683402731e+00	5.213136218e-01	2.707987521e+00	1.654927782e-01	1.701108058e+00	1.635156359e-01	1.804408289e+00	1.320103987e-02	1.701657814e+00	5.334175744e-01	1.292099242e+00	1.111993791e-01	1.424881090e+00	4.381655557e-01	1.549940682e+00	1.102162369e+00	2.657815394e+00	9.776172312e-02	1.276594552e+00	1.965839886e-01	1.186352646e+00	4.008080926e-01	1.883165105e+00	-6.590733984e-02	1.590005769e+00	-5.347158765e-01	1.890276069e+00	1.281960827e-01	1.540150182e+00	-9.065528276e-01	1.641248091e+00	1.194095894e+00	3.117216448e+00	1.255162208e-01	1.454936474e+00	-7.355374301e+02	-9.989943854e+01

87	2.655178249e-01	1.772957437e+00	8.861312456e-01	1.906681796e+00	-1.479675764e+00	1.540856184e+00	-5.652149398e-01	1.450411069e+00	-4.478153314e-01	1.098906503e+00	-1.121362690e-01	2.148554603e+00	7.156045259e-01	2.907265237e+00	-2.300719128e-01	8.497884838e-01	-7.139033790e-01	8.187618983e-01	-1.379573167e-01	1.579486758e+00	1.005756507e+00	1.112352405e+00	4.632071081e-01	1.271107471e+00	1.010301202e+00	1.223905606e+00	5.706956460e-01	1.362901941e+00	-5.613278543e-02	2.374942793e+00	6.468154275e-02	1.030285787e+00	4.115627182e-01	2.731321209e+00	1.063253187e+00	1.342719041e+00	-2.745453445e-01	1.217950613e+00	3.938935335e-01	1.817655634e+00	8.297570445e-01	7.748555168e-01	-6.313752379e-01	1.592522986e+00	-1.130147547e+00	1.219752957e+00	2.314625360e-01	1.788883959e+00	7.672875232e-01	9.582394927e-01	-5.669490070e-01	1.435619619e+00	7.856276698e-02	1.434456137e+00	-3.349577732e-01	1.978754497e+00	6.990534414e-01	1.615467429e+00	1.206981504e-01	2.331504351e+00	-4.510592053e-01	7.886946799e-01	-6.522019791e+02	-9.446287817e+01

88	-7.515977213e-01	1.849108259e+00	7.529089330e-01	2.319754909e+00	8.081743536e-01	2.850024001e+00	-2.194108769e-01	2.566236880e+00	-3.688710673e-02	1.107783082e+00	8.440652475e-01	1.568083853e+00	9.208011790e-01	1.264600655e+00	9.381904271e-01	2.017916855e+00	-2.863022130e-01	1.573722319e+00	1.040173300e+00	1.883779085e+00	3.907251516e-01	1.190198509e+00	-4.088631647e-02	1.183538086e+00	-8.824503275e-01	1.290450499e+00	5.804827139e-01	1.896620133e+00	1.453280237e+00	3.737174893e+00	-9.004020259e-01	9.105643329e-01	5.630777555e-01	4.491106538e-01	8.274236906e-01	1.942007106e+00	-8.533645371e-01	1.694088950e+00	7.807306263e-01	1.095147175e+00	6.088367097e-02	1.538314383e+00	-8.353789108e-01	9.003111440e-01	3.995757274e-01	2.987636039e+00	1.103732168e-01	1.192597333e+00	4.467632614e-01	3.692420801e+00	4.526224119e-01	1.378594466e+00	-2.056694617e-01	1.616121655e+00	-7.142250408e-01	1.550357005e+00	6.723539042e-01	1.773005854e+00	-2.416658750e+00	5.300626303e-01	1.230584328e+00	1.577913417e+00	-6.480390785e+02	-9.999800588e+01

89	9.775457877e-03	1.676199148e+00	1.076689463e+00	1.400917570e+00	4.917681220e-01	2.443401601e+00	-5.870174395e-01	1.359345264e+00	-1.715060466e-01	1.673646817e+00	-6.147701763e-02	1.409960594e+00	2.184274111e-01	1.468060673e+00	1.472893702e-01	1.040845807e+00	1.275585868e-01	1.244193829e+00	-3.113609753e-01	2.770791860e+00	1.969430156e-01	1.091484203e+00	7.948132755e-01	8.670228451e-01	-5.070085044e-02	1.427155254e+00	3.958196467e-02	1.467695438e+00	2.906313500e-01	2.418068692e+00	3.188122982e-01	1.412410863e+00	6.705142221e-02	1.478938940e+00	5.316863878e-01	9.855732319e-01	8.013745432e-01	1.758632984e+00	5.718056752e-01	1.997477930e+00	2.186364827e-01	1.377437471e+00	3.258738560e-01	1.694696276e+00	-1.062461782e-01	2.080100642e+00	6.122612036e-01	2.335502463e+00	-7.575041067e-01	1.425322597e+00	2.081831565e-01	1.955262930e+00	-1.286454427e-02	1.580747297e+00	3.180116495e-01	1.839933917e+00	2.602510610e-01	1.628236609e+00	8.382345871e-01	1.367005239e+00	-3.461349833e-01	1.511997963e+00	-6.444728237e+02	-9.650442776e+01

90	-3.622789362e-01	1.174937415e+00	1.034925554e+00	1.985051169e+00	-4.938101830e-01	1.511488719e+00	-1.179229611e+00	1.562616131e+00	6.827789282e-01	1.106413689e+00	5.491493362e-01	2.063724902e+00	3.912622838e-01	1.306434835e+00	-7.064810492e-02	2.161938116e+00	8.003455392e-01	2.075052152e+00	4.291437816e-02	9.671933618e-01	-6.030242652e-01	7.455770038e-01	1.439920308e+00	1.147321248e+00	6.316422626e-01	1.245453322e+00	2.303421618e-01	9.511624855e-01	-5.065698639e-01	1.663537026e+00	-2.579997601e-01	1.497830749e+00	4.841043540e-01	1.890617473e+00	-1.019880051e+00	2.147588831e+00	-5.972527080e-01	1.337527798e+00	1.109992385e+00	1.307626331e+00	-5.633066236e-01	1.377838195e+00	-9.643683371e-01	1.112227290e+00	-4.374343188e-01	1.415434297e+00	-1.436942181e-01	3.558669645e+00	-3.375862823e-01	1.573877272e+00	1.294803934e-01	1.556710781e+00	2.318917550e-01	1.112790695e+00	1.512861348e-01	1.872048446e+00	-2.074488728e-01	1.178069787e+00	1.562114634e-03	1.011408083e+00	5.004612891e-01	1.576888316e+00	-6.867296419e+02	-9.428858935e+01

91	-8.847135826e-01	1.383076320e+00	1.044535277e+00	2.501683814e+00	-3.682307321e-01	1.912924964e+00	-1.467664329e+00	2.159469853e+00	1.565777199e+00	1.844866323e-01	4.868256587e-01	1.682099239e+00	1.223631177e+00	3.095633626e+00	-3.760233800e-01	1.399242104e+00	-1.627813790e+00	8.070595746e-01	6.832470375e-01	1.185390136e+00	-5.975662343e-01	1.765123663e+00	-3.747059257e-01	8.734212552e-01	1.086791269e+00	9.981270110e-01	5.101958975e-01	9.985769670e-01	9.394326750e-01	7.698575504e-01	1.446710186e+00	1.067381986e+00	1.037875350e-01	1.798814811e+00	-6.409514420e-01	9.643279127e-01	-7.223557359e-01	5.785627138e-01	1.123991468e+00	1.062060782e+00	-2.237811640e+00	1.688181588e+00	-1.150895690e+00	8.464976630e-01	-1.106964674e+00	1.629769127e+00	-7.194017448e-01	1.929586859e+00	5.492453076e-01	6.374093118e-01	-6.533718251e-01	2.509284107e+00	-5.356117004e-01	1.825407656e+00	7.745193473e-01	1.050929111e+00	1.220160716e-01	1.987362128e+00	1.523427755e+00	1.066158449e+00	2.245388787e-01	9.707859939e-01	-6.102823566e+02	-9.331945107e+01

92	-6.676233847e-02	1.761177487e+00	1.366075821e+00	1.916729202e+00	1.477579699e+00	1.670367070e+00	-9.192760268e-01	1.912879985e+00	3.297967358e-01	1.200097595e+00	-2.085728609e-02	2.539771125e+00	3.087644835e-01	3.368675372e+00	-2.856392103e-01	1.435065695e+00	-1.020989646e-01	1.103081690e+00	6.828596223e-01	1.396759317e+00	8.787945432e-01	1.742945343e+00	-1.179274518e-01	1.028718921e+00	-1.828550530e-01	1.025208006e+00	8.821726712e-01	2.044405415e+00	6.816369812e-01	1.817814618e+00	5.893975697e-01	1.651673370e+00	-1.811168433e-01	1.385835779e+00	-5.601732596e-01	1.625795396e+00	8.048375941e-01	1.590190320e+00	-6.015153534e-03	1.082971455e+00	6.850282528e-01	2.160057362e+00	6.138527456e-02	1.326319445e+00	1.083691849e-02	2.851062267e+00	8.384213671e-02	1.506149679e+00	6.119710288e-01	1.888348497e+00	-1.376096969e-01	1.328209219e+00	1.791519532e-01	1.547802727e+00	3.018127832e-02	1.216674974e+00	9.901902156e-01	4.012891602e+00	-3.960278093e-01	1.470517043e+00	-2.238032847e-01	1.517777681e+00	-6.791636820e+02	-1.003038853e+02

93	-4.801533139e-02	1.122549219e+00	1.094852060e+00	2.157839627e+00	-3.999593228e-01	2.109650735e+00	-7.530553846e-01	1.709601727e+00	5.133647372e-01	1.360963912e+00	-1.962582140e-01	1.129430101e+00	2.031212184e-01	1.300924159e+00	4.934278942e-02	1.538133330e+00	1.953017191e-01	1.084475758e+00	4.714729849e-01	1.102472518e+00	5.069620856e-01	1.838725439e+00	-4.971957096e-02	1.038799705e+00	-3.817915083e-01	1.636479518e+00	-6.889221678e-01	1.578934337e+00	-9.287800226e-01	1.571575219e+00	-2.595368064e-01	1.515061650e+00	-1.134945395e+00	1.432895409e+00	-5.371961119e-01	2.971977011e+00	1.516057106e+00	1.695452294e+00	5.717134938e-01	1.283002016e+00	-1.181941524e+00	1.098708571e+00	2.402272933e-01	9.955177054e-01	-5.143754369e-01	1.507562238e+00	-1.075196886e+00	1.563652067e+00	1.186261145e-01	1.510493057e+00	-2.182744553e-01	1.747182446e+00	-1.531369662e-02	2.039528055e+00	5.330953256e-01	1.205549975e+00	-3.120189969e-01	2.023591789e+00	3.815230553e-01	1.874909109e+00	1.423054854e-01	1.280116972e+00	-7.186848606e+02	-9.529572703e+01

94	3.517673997e-02	1.708102336e+00	1.063569342e+00	1.718751981e+00	-1.135057857e-01	1.793987050e+00	-9.830415290e-01	1.270421491e+00	-6.980393214e-02	1.854947985e+00	-5.405348080e-01	2.802393575e+00	5.205974094e-01	1.464277864e+00	-3.788442782e-01	1.074022402e+00	-1.029370141e-01	1.307316614e+00	7.238216895e-01	1.978335355e+00	8.474795613e-01	1.178454837e+00	1.027387981e+00	1.193481416e+00	8.392458190e-01	1.375141069e+00	-2.173411491e-04	1.675698277e+00	-4.944774466e-01	1.437245853e+00	9.585823480e-01	1.351240026e+00	-1.239673764e-01	2.161615901e+00	8.674850342e-01	1.079316388e+00	-7.164217665e-02	2.059703296e+00	-2.832360382e-01	1.461998340e+00	5.335144077e-01	1.090527250e+00	-4.664246252e-01	7.092198597e-01	-1.367951268e+00	1.133328973e+00	-8.260582262e-01	1.943511009e+00	2.430242871e-01	1.152835794e+00	-7.234342898e-02	2.130192032e+00	5.115633124e-01	1.322187262e+00	5.268433295e-01	1.399502721e+00	-1.992723379e-01	1.372764477e+00	7.687236335e-01	1.417869521e+00	-7.040141255e-01	1.197978121e+00	-6.643885322e+02	-9.422788303e+01

95	5.001552699e-01	2.262544699e+00	8.440614083e-01	2.526760829e+00	5.242124163e-01	1.992367978e+00	9.557065627e-01	1.649780379e+00	1.540462896e-01	8.217319214e-01	2.578733809e-01	1.757743014e+00	-7.786041690e-01	2.384562607e+00	-6.737209151e-02	1.002081361e+00	7.906514026e-01	2.259052995e+00	1.022814387e-01	8.723635769e-01	2.042430717e-01	6.266783193e+00	-2.510500878e-01	1.721837363e+00	-1.339673673e-01	1.150592341e+00	-2.125733035e-01	1.753897150e+00	-4.691067279e-01	1.221720270e+00	-7.506834991e-01	1.548612991e+00	5.278243287e-01	1.249349564e+00	-1.201498800e+00	2.070292405e+00	6.533100410e-01	1.390295598e+00	6.913378568e-02	1.305362777e+00	9.617518521e-01	2.557424756e+00	-7.741467940e-01	1.995170985e+00	1.417769473e-01	2.171312227e+00	3.637846928e-01	2.724027053e+00	-7.442397726e-01	3.016257743e+00	-3.605374188e-01	1.428238549e+00	1.347114585e-01	1.073871392e+00	5.300899754e-01	8.791195719e-01	-5.463564851e-01	1.695237321e+00	4.859054750e-01	1.426064224e+00	-1.002674420e+00	1.373424385e+00	-7.103232120e+02	-1.019349439e+02
